name,codesystem,code,ontologyTermURI
Structure of femoral septum,SNOMED CT,35826009,http://purl.bioontology.org/ontology/SNOMEDCT/35826009
Lymphatic follicle of spleen,SNOMED CT,35845000,http://purl.bioontology.org/ontology/SNOMEDCT/35845000
Structure of bursa of coracobrachialis muscle,SNOMED CT,35854002,http://purl.bioontology.org/ontology/SNOMEDCT/35854002
Gingival gland,SNOMED CT,35858004,http://purl.bioontology.org/ontology/SNOMEDCT/35858004
Entire inner surface of first rib,SNOMED CT,35862005,http://purl.bioontology.org/ontology/SNOMEDCT/35862005
Entire phrenicomediastinal sinus,SNOMED CT,35890009,http://purl.bioontology.org/ontology/SNOMEDCT/35890009
Structure of radial recurrent artery,SNOMED CT,35901001,http://purl.bioontology.org/ontology/SNOMEDCT/35901001
Fourth ventricle structure,SNOMED CT,35918002,http://purl.bioontology.org/ontology/SNOMEDCT/35918002
Structure of epicondyle,SNOMED CT,35925009,http://purl.bioontology.org/ontology/SNOMEDCT/35925009
Eccrine intradermal duct,SNOMED CT,35927001,http://purl.bioontology.org/ontology/SNOMEDCT/35927001
Dental cuticle,SNOMED CT,35945001,http://purl.bioontology.org/ontology/SNOMEDCT/35945001
Subarachnoid space structure,SNOMED CT,35951006,http://purl.bioontology.org/ontology/SNOMEDCT/35951006
Structure of costoxiphoid ligaments,SNOMED CT,35982005,http://purl.bioontology.org/ontology/SNOMEDCT/35982005
Subcutaneous tissue structure of sacrococcygeal region,SNOMED CT,35985007,http://purl.bioontology.org/ontology/SNOMEDCT/35985007
Structure of suprahyoid artery,SNOMED CT,35989001,http://purl.bioontology.org/ontology/SNOMEDCT/35989001
Structure of sublingual branch of lingual artery,SNOMED CT,35990005,http://purl.bioontology.org/ontology/SNOMEDCT/35990005
Structure of posterior scrotal nerves,SNOMED CT,36023006,http://purl.bioontology.org/ontology/SNOMEDCT/36023006
Structure of inferior surface of pancreas,SNOMED CT,36040002,http://purl.bioontology.org/ontology/SNOMEDCT/36040002
Structure of lamina choroidocapillaris,SNOMED CT,36044006,http://purl.bioontology.org/ontology/SNOMEDCT/36044006
Subhepatic recess,SNOMED CT,36051002,http://purl.bioontology.org/ontology/SNOMEDCT/36051002
Bone structure of C6,SNOMED CT,36054005,http://purl.bioontology.org/ontology/SNOMEDCT/36054005
Structure of orbital part of optic nerve,SNOMED CT,36064001,http://purl.bioontology.org/ontology/SNOMEDCT/36064001
Skin structure of milk line,SNOMED CT,36073009,http://purl.bioontology.org/ontology/SNOMEDCT/36073009
Structure of fibrous sheath of toe,SNOMED CT,36080006,http://purl.bioontology.org/ontology/SNOMEDCT/36080006
Structure of obturator lymph node,SNOMED CT,36086000,http://purl.bioontology.org/ontology/SNOMEDCT/36086000
Structure of hypopharyngeal aspect of aryepiglottic fold,SNOMED CT,36088004,http://purl.bioontology.org/ontology/SNOMEDCT/36088004
Entire neck of third rib,SNOMED CT,36099002,http://purl.bioontology.org/ontology/SNOMEDCT/36099002
Structure of median eminence of pons,SNOMED CT,36103007,http://purl.bioontology.org/ontology/SNOMEDCT/36103007
Skin structure of cheek,SNOMED CT,36141000,http://purl.bioontology.org/ontology/SNOMEDCT/36141000
Entire median retropharyngeal lymph node,SNOMED CT,36145009,http://purl.bioontology.org/ontology/SNOMEDCT/36145009
Oblique sesamoidean ligament of hindlimb,SNOMED CT,36148006,http://purl.bioontology.org/ontology/SNOMEDCT/36148006
Structure of mucous membrane of floor of mouth,SNOMED CT,36152006,http://purl.bioontology.org/ontology/SNOMEDCT/36152006
Structure of inferior articular process of seventh thoracic vertebra,SNOMED CT,36157000,http://purl.bioontology.org/ontology/SNOMEDCT/36157000
Cerebral peduncle structure,SNOMED CT,36159002,http://purl.bioontology.org/ontology/SNOMEDCT/36159002
Insular structure,SNOMED CT,36169008,http://purl.bioontology.org/ontology/SNOMEDCT/36169008
Structure of superior frontal gyrus,SNOMED CT,36181007,http://purl.bioontology.org/ontology/SNOMEDCT/36181007
Structure of superficial dorsal sacrococcygeal ligament,SNOMED CT,36183005,http://purl.bioontology.org/ontology/SNOMEDCT/36183005
Structure of tectorial membrane,SNOMED CT,36205006,http://purl.bioontology.org/ontology/SNOMEDCT/36205006
Structure of endolymphatic sac,SNOMED CT,36214001,http://purl.bioontology.org/ontology/SNOMEDCT/36214001
Structure of intestinal lymph node,SNOMED CT,36251007,http://purl.bioontology.org/ontology/SNOMEDCT/36251007
Structure of spinal cord nucleus dorsalis,SNOMED CT,36255003,http://purl.bioontology.org/ontology/SNOMEDCT/36255003
Structure of proximal phalanx of middle finger,SNOMED CT,36256002,http://purl.bioontology.org/ontology/SNOMEDCT/36256002
Structure of psoas muscle,SNOMED CT,36278009,http://purl.bioontology.org/ontology/SNOMEDCT/36278009
Structure of limbus of bony spiral lamina,SNOMED CT,36284007,http://purl.bioontology.org/ontology/SNOMEDCT/36284007
Structure of medial clunic nerves,SNOMED CT,36316002,http://purl.bioontology.org/ontology/SNOMEDCT/36316002
Structure of shaft of phalanx of hand,SNOMED CT,36330007,http://purl.bioontology.org/ontology/SNOMEDCT/36330007
Subcutaneous tissue structure of hypochondriac region,SNOMED CT,36340005,http://purl.bioontology.org/ontology/SNOMEDCT/36340005
Floor of mouth structure,SNOMED CT,36360002,http://purl.bioontology.org/ontology/SNOMEDCT/36360002
Structure of cavernous nerves of penis,SNOMED CT,36364006,http://purl.bioontology.org/ontology/SNOMEDCT/36364006
Subthalamic structure,SNOMED CT,36368009,http://purl.bioontology.org/ontology/SNOMEDCT/36368009
Structure of left sinus of Valsalva,SNOMED CT,36371001,http://purl.bioontology.org/ontology/SNOMEDCT/36371001
Entire outer surface of second rib,SNOMED CT,36383004,http://purl.bioontology.org/ontology/SNOMEDCT/36383004
Structure of parietomastoid suture of skull,SNOMED CT,36400003,http://purl.bioontology.org/ontology/SNOMEDCT/36400003
Lamina muscularis of small intestine mucous membrane,SNOMED CT,36401004,http://purl.bioontology.org/ontology/SNOMEDCT/36401004
Cranial pia mater structure,SNOMED CT,36405008,http://purl.bioontology.org/ontology/SNOMEDCT/36405008
Inner epithelial layer of tympanic membrane,SNOMED CT,36411006,http://purl.bioontology.org/ontology/SNOMEDCT/36411006
Structure of posterior atlantooccipital membrane,SNOMED CT,36416001,http://purl.bioontology.org/ontology/SNOMEDCT/36416001
Structure of adductor muscle of lower extremity,SNOMED CT,36419008,http://purl.bioontology.org/ontology/SNOMEDCT/36419008
Entire peritubular capillary plexus,SNOMED CT,36447007,http://purl.bioontology.org/ontology/SNOMEDCT/36447007
Structure of papilla incisiva of mouth,SNOMED CT,36451009,http://purl.bioontology.org/ontology/SNOMEDCT/36451009
Bone structure of metacarpal,SNOMED CT,36455000,http://purl.bioontology.org/ontology/SNOMEDCT/36455000
Sweat pore,SNOMED CT,36462009,http://purl.bioontology.org/ontology/SNOMEDCT/36462009
Structure of splenic arterioles,SNOMED CT,36464005,http://purl.bioontology.org/ontology/SNOMEDCT/36464005
Gingival lamina dura structure,SNOMED CT,36469000,http://purl.bioontology.org/ontology/SNOMEDCT/36469000
Bone structure of L3,SNOMED CT,36470004,http://purl.bioontology.org/ontology/SNOMEDCT/36470004
Metatarsointersesamoidean ligament,SNOMED CT,36481001,http://purl.bioontology.org/ontology/SNOMEDCT/36481001
Structure of maxillary right second premolar tooth,SNOMED CT,36492000,http://purl.bioontology.org/ontology/SNOMEDCT/36492000
Structure of medial nuclei of hypothalamus,SNOMED CT,36501001,http://purl.bioontology.org/ontology/SNOMEDCT/36501001
Laryngeal muscle structure,SNOMED CT,36514000,http://purl.bioontology.org/ontology/SNOMEDCT/36514000
Structure of inferior colliculus of corpora quadrigemina,SNOMED CT,36528006,http://purl.bioontology.org/ontology/SNOMEDCT/36528006
Structure of cervical pleura,SNOMED CT,36545001,http://purl.bioontology.org/ontology/SNOMEDCT/36545001
Structure of beta Cell of islet,SNOMED CT,36565008,http://purl.bioontology.org/ontology/SNOMEDCT/36565008
Structure of retromandibular vein,SNOMED CT,36566009,http://purl.bioontology.org/ontology/SNOMEDCT/36566009
Brachial plexus structure,SNOMED CT,36582005,http://purl.bioontology.org/ontology/SNOMEDCT/36582005
Subcutaneous tissue structure of occipital region,SNOMED CT,36591009,http://purl.bioontology.org/ontology/SNOMEDCT/36591009
Structure of external part of cartilaginous portion of auditory canal,SNOMED CT,36610000,http://purl.bioontology.org/ontology/SNOMEDCT/36610000
Structure of trigeminal ganglion,SNOMED CT,36615005,http://purl.bioontology.org/ontology/SNOMEDCT/36615005
Structure of cephalic portion of sympathetic nervous system,SNOMED CT,36628003,http://purl.bioontology.org/ontology/SNOMEDCT/36628003
Structure of deep flexor tendon of little finger,SNOMED CT,36634005,http://purl.bioontology.org/ontology/SNOMEDCT/36634005
Articular space,SNOMED CT,36668004,http://purl.bioontology.org/ontology/SNOMEDCT/36668004
Structure of distal portion of anterior descending branch of left coronary artery,SNOMED CT,36672000,http://purl.bioontology.org/ontology/SNOMEDCT/36672000
Structure of anatomic arteriovenous anastomosis,SNOMED CT,36686001,http://purl.bioontology.org/ontology/SNOMEDCT/36686001
Structure of palmar vein,SNOMED CT,36698006,http://purl.bioontology.org/ontology/SNOMEDCT/36698006
Structure of hair of trunk,SNOMED CT,36724005,http://purl.bioontology.org/ontology/SNOMEDCT/36724005
Structure of thoracic sympathetic ganglion,SNOMED CT,36733007,http://purl.bioontology.org/ontology/SNOMEDCT/36733007
Structure of cribriform plate,SNOMED CT,36743005,http://purl.bioontology.org/ontology/SNOMEDCT/36743005
Structure of subclavian artery,SNOMED CT,36765005,http://purl.bioontology.org/ontology/SNOMEDCT/36765005
Structure of external medullary lamina of thalamus,SNOMED CT,36768007,http://purl.bioontology.org/ontology/SNOMEDCT/36768007
Structure of anterior extremity of spleen,SNOMED CT,36827006,http://purl.bioontology.org/ontology/SNOMEDCT/36827006
Structure of cornea of right eye,SNOMED CT,36840001,http://purl.bioontology.org/ontology/SNOMEDCT/36840001
Subcutaneous tissue structure of palmar surface of finger,SNOMED CT,36845006,http://purl.bioontology.org/ontology/SNOMEDCT/36845006
Entire shaft of tenth rib,SNOMED CT,36846007,http://purl.bioontology.org/ontology/SNOMEDCT/36846007
Laryngeal cartilage structure,SNOMED CT,36847003,http://purl.bioontology.org/ontology/SNOMEDCT/36847003
40 to 49 percent of body surface,SNOMED CT,36849000,http://purl.bioontology.org/ontology/SNOMEDCT/36849000
Costal groove of fifteenth rib,SNOMED CT,36876000,http://purl.bioontology.org/ontology/SNOMEDCT/36876000
Structure of fornix of hypothalamus,SNOMED CT,36911003,http://purl.bioontology.org/ontology/SNOMEDCT/36911003
Structure of spinous process of third thoracic vertebra,SNOMED CT,36913000,http://purl.bioontology.org/ontology/SNOMEDCT/36913000
Structure of sublenticular portion of posterior limb of internal capsule,SNOMED CT,36941001,http://purl.bioontology.org/ontology/SNOMEDCT/36941001
Structure of superior tympanic artery,SNOMED CT,36947002,http://purl.bioontology.org/ontology/SNOMEDCT/36947002
Bone structure of C5,SNOMED CT,36978003,http://purl.bioontology.org/ontology/SNOMEDCT/36978003
Head of seventeenth rib,SNOMED CT,37021002,http://purl.bioontology.org/ontology/SNOMEDCT/37021002
Structure of transverse temporal gyrus,SNOMED CT,37029000,http://purl.bioontology.org/ontology/SNOMEDCT/37029000
Structure of cingulum,SNOMED CT,37035000,http://purl.bioontology.org/ontology/SNOMEDCT/37035000
Structure of supramammillary decussation,SNOMED CT,37047006,http://purl.bioontology.org/ontology/SNOMEDCT/37047006
Periventricular white matter,SNOMED CT,37065005,http://purl.bioontology.org/ontology/SNOMEDCT/37065005
Pedicle of eighteenth thoracic vertebra,SNOMED CT,37072006,http://purl.bioontology.org/ontology/SNOMEDCT/37072006
Structure of Luschka's ducts,SNOMED CT,37074007,http://purl.bioontology.org/ontology/SNOMEDCT/37074007
Skin structure of nasolabial fold,SNOMED CT,37108007,http://purl.bioontology.org/ontology/SNOMEDCT/37108007
Hair shaft structure,SNOMED CT,37111008,http://purl.bioontology.org/ontology/SNOMEDCT/37111008
Right inguinal region structure,SNOMED CT,37117007,http://purl.bioontology.org/ontology/SNOMEDCT/37117007
Skin structure of sole of foot,SNOMED CT,37136002,http://purl.bioontology.org/ontology/SNOMEDCT/37136002
Structure of tympanic nerve,SNOMED CT,37144002,http://purl.bioontology.org/ontology/SNOMEDCT/37144002
Carpal gland,SNOMED CT,37173004,http://purl.bioontology.org/ontology/SNOMEDCT/37173004
Structure of massa intermedia,SNOMED CT,37176007,http://purl.bioontology.org/ontology/SNOMEDCT/37176007
Structure of ventral corticospinal tract,SNOMED CT,37181003,http://purl.bioontology.org/ontology/SNOMEDCT/37181003
Structure of spinal nerve ventral branch,SNOMED CT,37198003,http://purl.bioontology.org/ontology/SNOMEDCT/37198003
Structure of rectal lumen,SNOMED CT,37207007,http://purl.bioontology.org/ontology/SNOMEDCT/37207007
Seventeenth costal cartilage,SNOMED CT,37234005,http://purl.bioontology.org/ontology/SNOMEDCT/37234005
Structure of intertrochanteric crest of femur,SNOMED CT,37248005,http://purl.bioontology.org/ontology/SNOMEDCT/37248005
Structure of femoral nerve anterior cutaneous branches,SNOMED CT,37252005,http://purl.bioontology.org/ontology/SNOMEDCT/37252005
Structure of gastroduodenal artery,SNOMED CT,37274004,http://purl.bioontology.org/ontology/SNOMEDCT/37274004
Structure of serous layer of visceral peritoneum,SNOMED CT,37277006,http://purl.bioontology.org/ontology/SNOMEDCT/37277006
Bone structure of manubrium,SNOMED CT,37285002,http://purl.bioontology.org/ontology/SNOMEDCT/37285002
Structure of dorsal radiocarpal ligament,SNOMED CT,37309007,http://purl.bioontology.org/ontology/SNOMEDCT/37309007
Skin structure of dorsal surface of index finger,SNOMED CT,37314006,http://purl.bioontology.org/ontology/SNOMEDCT/37314006
"Structure of articular surface, metacarpal, of phalanx of little finger",SNOMED CT,37342008,http://purl.bioontology.org/ontology/SNOMEDCT/37342008
Subcutaneous tissue structure of infratemporal region,SNOMED CT,37408000,http://purl.bioontology.org/ontology/SNOMEDCT/37408000
Intervertebral disc structure of seventh cervical vertebra,SNOMED CT,37414007,http://purl.bioontology.org/ontology/SNOMEDCT/37414007
Structure of left lower lobe bronchial lumen,SNOMED CT,37417000,http://purl.bioontology.org/ontology/SNOMEDCT/37417000
Golgi-Mazzoni corpuscle,SNOMED CT,37419002,http://purl.bioontology.org/ontology/SNOMEDCT/37419002
Structure of hepatic acinus,SNOMED CT,37424004,http://purl.bioontology.org/ontology/SNOMEDCT/37424004
Structure of lateral femoral cutaneous vein,SNOMED CT,37427006,http://purl.bioontology.org/ontology/SNOMEDCT/37427006
Tubercle of ninth rib structure,SNOMED CT,37452008,http://purl.bioontology.org/ontology/SNOMEDCT/37452008
Lamina muscularis of duodenal mucous membrane,SNOMED CT,37457002,http://purl.bioontology.org/ontology/SNOMEDCT/37457002
Entire ansa lenticularis,SNOMED CT,37467007,http://purl.bioontology.org/ontology/SNOMEDCT/37467007
Structure of urinary bladder muscular sphincter,SNOMED CT,37483007,http://purl.bioontology.org/ontology/SNOMEDCT/37483007
Structure of genioglossus muscle,SNOMED CT,37507008,http://purl.bioontology.org/ontology/SNOMEDCT/37507008
Neurohypophysis structure,SNOMED CT,37512009,http://purl.bioontology.org/ontology/SNOMEDCT/37512009
Spinal dura mater structure,SNOMED CT,37554007,http://purl.bioontology.org/ontology/SNOMEDCT/37554007
Structure of lumbosacral spinal cord ventral horn,SNOMED CT,37562004,http://purl.bioontology.org/ontology/SNOMEDCT/37562004
Structure of skin between second and third fingers,SNOMED CT,37579005,http://purl.bioontology.org/ontology/SNOMEDCT/37579005
Structure of olfactory sulcus,SNOMED CT,37590000,http://purl.bioontology.org/ontology/SNOMEDCT/37590000
Structure of motor root of trigeminal nerve,SNOMED CT,37609000,http://purl.bioontology.org/ontology/SNOMEDCT/37609000
Deltoid region structure,SNOMED CT,37622008,http://purl.bioontology.org/ontology/SNOMEDCT/37622008
Olfactory sensory epithelium,SNOMED CT,37623003,http://purl.bioontology.org/ontology/SNOMEDCT/37623003
Structure of spinal trigeminal tract of pons,SNOMED CT,37641006,http://purl.bioontology.org/ontology/SNOMEDCT/37641006
Structure of dorsal cuneonavicular ligaments,SNOMED CT,37652000,http://purl.bioontology.org/ontology/SNOMEDCT/37652000
Skin structure of lateral canthus,SNOMED CT,37671003,http://purl.bioontology.org/ontology/SNOMEDCT/37671003
Structure of fourth metatarsal articular facet of fifth metatarsal bone,SNOMED CT,37675007,http://purl.bioontology.org/ontology/SNOMEDCT/37675007
Brachial gland,SNOMED CT,37680003,http://purl.bioontology.org/ontology/SNOMEDCT/37680003
Structure of labyrinthine vein,SNOMED CT,37684007,http://purl.bioontology.org/ontology/SNOMEDCT/37684007
Structure of vagus nerve posterior gastric branch,SNOMED CT,37720009,http://purl.bioontology.org/ontology/SNOMEDCT/37720009
